netA,netB,pvalue,percentage,behavior,condition,pill,sign
cerebell,medfront,0.854288711479197,2.0,memory,tool,placebo,pos
cerebell,frontoparietal,0.8364380100932657,4.0,memory,tool,placebo,pos
cerebell,DMN,0.039455987563036254,9.0,memory,tool,placebo,pos
cerebell,motor,0.33760083279725794,9.0,memory,tool,placebo,pos
cerebell,visA,0.11631020123469593,6.0,memory,tool,placebo,pos
cerebell,visB,0.5519368186702194,0.0,memory,tool,placebo,pos
cerebell,visassoc,0.8629543095289659,0.0,memory,tool,placebo,pos
cerebell,salience,0.037090683412575265,13.0,memory,tool,placebo,pos
cerebell,subcort,0.5804454827369441,0.0,memory,tool,placebo,pos
cerebell,cerebell,0.25987761500597784,2.0,memory,tool,placebo,pos
medfront,medfront,0.9939879333799883,14.0,arousal,alc,cortisol,neg
medfront,frontoparietal,0.9999999999256582,0.0,arousal,alc,cortisol,neg
medfront,DMN,0.9952969441754842,4.0,arousal,alc,cortisol,neg
medfront,motor,0.8622426688196645,28.0,arousal,alc,cortisol,neg
medfront,visA,0.4479165878127431,18.0,arousal,alc,cortisol,neg
medfront,visB,0.9824434439767535,1.0,arousal,alc,cortisol,neg
medfront,visassoc,0.9306712477466188,11.0,arousal,alc,cortisol,neg
medfront,salience,0.9999998455221639,1.0,arousal,alc,cortisol,neg
medfront,subcort,0.8080263246540607,5.0,arousal,alc,cortisol,neg
medfront,cerebell,0.9949683709987707,0.0,arousal,alc,cortisol,neg
frontoparietal,medfront,0.9999999999256582,0.0,arousal,alc,cortisol,neg
frontoparietal,frontoparietal,0.9999999998164126,6.0,arousal,alc,cortisol,neg
frontoparietal,DMN,0.9664920419568946,13.0,arousal,alc,cortisol,neg
frontoparietal,motor,0.9982709213873192,24.0,arousal,alc,cortisol,neg
frontoparietal,visA,0.0001914564439129407,52.0,arousal,alc,cortisol,neg
frontoparietal,visB,0.9957088605373671,1.0,arousal,alc,cortisol,neg
frontoparietal,visassoc,0.9918254595093948,11.0,arousal,alc,cortisol,neg
frontoparietal,salience,0.9999998374295996,4.0,arousal,alc,cortisol,neg
frontoparietal,subcort,0.6921891446592018,9.0,arousal,alc,cortisol,neg
frontoparietal,cerebell,0.9992040979916137,0.0,arousal,alc,cortisol,neg
DMN,medfront,0.9952969441754842,4.0,arousal,alc,cortisol,neg
DMN,frontoparietal,0.9664920419568946,13.0,arousal,alc,cortisol,neg
DMN,DMN,0.11984066787501646,14.0,arousal,alc,cortisol,neg
DMN,motor,0.01954701875799647,35.0,arousal,alc,cortisol,neg
DMN,visA,0.013877700202049703,21.0,arousal,alc,cortisol,neg
DMN,visB,0.07005664757743979,9.0,arousal,alc,cortisol,neg
DMN,visassoc,0.452886571453085,10.0,arousal,alc,cortisol,neg
DMN,salience,0.7384345321178807,12.0,arousal,alc,cortisol,neg
DMN,subcort,0.6845681977821545,2.0,arousal,alc,cortisol,neg
DMN,cerebell,0.547135112944698,4.0,arousal,alc,cortisol,neg
motor,medfront,0.8622426688196645,28.0,arousal,alc,cortisol,neg
motor,frontoparietal,0.9982709213873192,24.0,arousal,alc,cortisol,neg
motor,DMN,0.01954701875799647,35.0,arousal,alc,cortisol,neg
motor,motor,0.0,148.0,arousal,alc,cortisol,neg
motor,visA,1.1175278147312895e-08,65.0,arousal,alc,cortisol,neg
motor,visB,0.8317032864840602,4.0,arousal,alc,cortisol,neg
motor,visassoc,1.5604333269969572e-08,66.0,arousal,alc,cortisol,neg
motor,salience,0.9804165578654399,18.0,arousal,alc,cortisol,neg
motor,subcort,0.00047562080494290004,27.0,arousal,alc,cortisol,neg
motor,cerebell,0.5425699596981663,11.0,arousal,alc,cortisol,neg
visA,medfront,0.4479165878127431,18.0,arousal,alc,cortisol,neg
visA,frontoparietal,0.0001914564439129407,52.0,arousal,alc,cortisol,neg
visA,DMN,0.013877700202049703,21.0,arousal,alc,cortisol,neg
visA,motor,1.1175278147312895e-08,65.0,arousal,alc,cortisol,neg
visA,visA,0.0,110.0,arousal,alc,cortisol,neg
visA,visB,9.528471345277012e-10,30.0,arousal,alc,cortisol,neg
visA,visassoc,7.614968438041103e-07,38.0,arousal,alc,cortisol,neg
visA,salience,0.0055340788663965634,33.0,arousal,alc,cortisol,neg
visA,subcort,0.01004728227321161,12.0,arousal,alc,cortisol,neg
visA,cerebell,0.16104410444223094,9.0,arousal,alc,cortisol,neg
visB,medfront,0.9824434439767535,1.0,arousal,alc,cortisol,neg
visB,frontoparietal,0.9957088605373671,1.0,arousal,alc,cortisol,neg
visB,DMN,0.07005664757743979,9.0,arousal,alc,cortisol,neg
visB,motor,0.8317032864840602,4.0,arousal,alc,cortisol,neg
visB,visA,9.528471345277012e-10,30.0,arousal,alc,cortisol,neg
visB,visB,0.585816734170726,0.0,arousal,alc,cortisol,neg
visB,visassoc,0.0865938494414934,9.0,arousal,alc,cortisol,neg
visB,salience,0.9747556167032108,1.0,arousal,alc,cortisol,neg
visB,subcort,0.08323228731307963,4.0,arousal,alc,cortisol,neg
visB,cerebell,0.7115831520533729,0.0,arousal,alc,cortisol,neg
visassoc,medfront,0.9306712477466188,11.0,arousal,alc,cortisol,neg
visassoc,frontoparietal,0.9918254595093948,11.0,arousal,alc,cortisol,neg
visassoc,DMN,0.452886571453085,10.0,arousal,alc,cortisol,neg
visassoc,motor,1.5604333269969572e-08,66.0,arousal,alc,cortisol,neg
visassoc,visA,7.614968438041103e-07,38.0,arousal,alc,cortisol,neg
visassoc,visB,0.0865938494414934,9.0,arousal,alc,cortisol,neg
visassoc,visassoc,0.4840122402730449,10.0,arousal,alc,cortisol,neg
visassoc,salience,0.8861217583631997,10.0,arousal,alc,cortisol,neg
visassoc,subcort,0.24502900226028457,6.0,arousal,alc,cortisol,neg
visassoc,cerebell,0.08800273665016323,10.0,arousal,alc,cortisol,neg
salience,medfront,0.9999998455221639,1.0,arousal,alc,cortisol,neg
salience,frontoparietal,0.9999998374295996,4.0,arousal,alc,cortisol,neg
salience,DMN,0.7384345321178807,12.0,arousal,alc,cortisol,neg
salience,motor,0.9804165578654399,18.0,arousal,alc,cortisol,neg
salience,visA,0.0055340788663965634,33.0,arousal,alc,cortisol,neg
salience,visB,0.9747556167032108,1.0,arousal,alc,cortisol,neg
salience,visassoc,0.8861217583631997,10.0,arousal,alc,cortisol,neg
salience,salience,0.9994917712797696,6.0,arousal,alc,cortisol,neg
salience,subcort,0.35752995770111795,8.0,arousal,alc,cortisol,neg
salience,cerebell,0.9525005664118676,2.0,arousal,alc,cortisol,neg
subcort,medfront,0.8080263246540607,5.0,arousal,alc,cortisol,neg
subcort,frontoparietal,0.6921891446592018,9.0,arousal,alc,cortisol,neg
subcort,DMN,0.6845681977821545,2.0,arousal,alc,cortisol,neg
subcort,motor,0.00047562080494290004,27.0,arousal,alc,cortisol,neg
subcort,visA,0.01004728227321161,12.0,arousal,alc,cortisol,neg
subcort,visB,0.08323228731307963,4.0,arousal,alc,cortisol,neg
subcort,visassoc,0.24502900226028457,6.0,arousal,alc,cortisol,neg
subcort,salience,0.35752995770111795,8.0,arousal,alc,cortisol,neg
subcort,subcort,0.27238212955437757,2.0,arousal,alc,cortisol,neg
subcort,cerebell,0.38680640475676276,2.0,arousal,alc,cortisol,neg
cerebell,medfront,0.9949683709987707,0.0,arousal,alc,cortisol,neg
cerebell,frontoparietal,0.9992040979916137,0.0,arousal,alc,cortisol,neg
cerebell,DMN,0.547135112944698,4.0,arousal,alc,cortisol,neg
cerebell,motor,0.5425699596981663,11.0,arousal,alc,cortisol,neg
cerebell,visA,0.16104410444223094,9.0,arousal,alc,cortisol,neg
cerebell,visB,0.7115831520533729,0.0,arousal,alc,cortisol,neg
cerebell,visassoc,0.08800273665016323,10.0,arousal,alc,cortisol,neg
cerebell,salience,0.9525005664118676,2.0,arousal,alc,cortisol,neg
cerebell,subcort,0.38680640475676276,2.0,arousal,alc,cortisol,neg
cerebell,cerebell,0.45245569822866427,2.0,arousal,alc,cortisol,neg
medfront,medfront,0.00116354534366081,44.0,arousal,alc,placebo,neg
medfront,frontoparietal,4.7656655199901365e-07,74.0,arousal,alc,placebo,neg
medfront,DMN,0.0112464431002125,25.0,arousal,alc,placebo,neg
medfront,motor,0.946346958150919,14.0,arousal,alc,placebo,neg
medfront,visA,0.9866143124846541,3.0,arousal,alc,placebo,neg
medfront,visB,0.9342580211335377,0.0,arousal,alc,placebo,neg
medfront,visassoc,0.0181529858300985,24.0,arousal,alc,placebo,neg
medfront,salience,0.24738771862368103,24.0,arousal,alc,placebo,neg
medfront,subcort,0.9469273663794969,0.0,arousal,alc,placebo,neg
medfront,cerebell,0.971661184060957,0.0,arousal,alc,placebo,neg
frontoparietal,medfront,4.7656655199901365e-07,74.0,arousal,alc,placebo,neg
frontoparietal,frontoparietal,3.346807497806026e-09,100.0,arousal,alc,placebo,neg
frontoparietal,DMN,0.08314318492168993,24.0,arousal,alc,placebo,neg
frontoparietal,motor,0.931929187687847,23.0,arousal,alc,placebo,neg
frontoparietal,visA,0.9693379920118976,6.0,arousal,alc,placebo,neg
frontoparietal,visB,0.880412620857322,2.0,arousal,alc,placebo,neg
frontoparietal,visassoc,0.5420476823868924,16.0,arousal,alc,placebo,neg
frontoparietal,salience,0.02692476201085081,42.0,arousal,alc,placebo,neg
frontoparietal,subcort,0.9808245242770046,1.0,arousal,alc,placebo,neg
frontoparietal,cerebell,0.9521456388573363,2.0,arousal,alc,placebo,neg
DMN,medfront,0.0112464431002125,25.0,arousal,alc,placebo,neg
DMN,frontoparietal,0.08314318492168993,24.0,arousal,alc,placebo,neg
DMN,DMN,0.04946706678857271,12.0,arousal,alc,placebo,neg
DMN,motor,0.9724999244961575,5.0,arousal,alc,placebo,neg
DMN,visA,0.9677225307424304,1.0,arousal,alc,placebo,neg
DMN,visB,0.4354266485898537,2.0,arousal,alc,placebo,neg
DMN,visassoc,0.07490894711907858,13.0,arousal,alc,placebo,neg
DMN,salience,0.6724661726173551,9.0,arousal,alc,placebo,neg
DMN,subcort,0.47319584748021937,2.0,arousal,alc,placebo,neg
DMN,cerebell,0.8567106598994235,0.0,arousal,alc,placebo,neg
motor,medfront,0.946346958150919,14.0,arousal,alc,placebo,neg
motor,frontoparietal,0.931929187687847,23.0,arousal,alc,placebo,neg
motor,DMN,0.9724999244961575,5.0,arousal,alc,placebo,neg
motor,motor,0.8495090305896953,20.0,arousal,alc,placebo,neg
motor,visA,0.8340126093970227,8.0,arousal,alc,placebo,neg
motor,visB,0.9537530324156055,1.0,arousal,alc,placebo,neg
motor,visassoc,0.9433428626444914,7.0,arousal,alc,placebo,neg
motor,salience,0.7382938772523565,19.0,arousal,alc,placebo,neg
motor,subcort,0.9635178715667698,1.0,arousal,alc,placebo,neg
motor,cerebell,0.9821022825147635,0.0,arousal,alc,placebo,neg
visA,medfront,0.9866143124846541,3.0,arousal,alc,placebo,neg
visA,frontoparietal,0.9693379920118976,6.0,arousal,alc,placebo,neg
visA,DMN,0.9677225307424304,1.0,arousal,alc,placebo,neg
visA,motor,0.8340126093970227,8.0,arousal,alc,placebo,neg
visA,visA,0.6415264613210234,4.0,arousal,alc,placebo,neg
visA,visB,0.4354266485898537,2.0,arousal,alc,placebo,neg
visA,visassoc,0.30009693997452014,8.0,arousal,alc,placebo,neg
visA,salience,0.06204663569219293,18.0,arousal,alc,placebo,neg
visA,subcort,0.022505647385624994,8.0,arousal,alc,placebo,neg
visA,cerebell,0.8567106598994235,0.0,arousal,alc,placebo,neg
visB,medfront,0.9342580211335377,0.0,arousal,alc,placebo,neg
visB,frontoparietal,0.880412620857322,2.0,arousal,alc,placebo,neg
visB,DMN,0.4354266485898537,2.0,arousal,alc,placebo,neg
visB,motor,0.9537530324156055,1.0,arousal,alc,placebo,neg
visB,visA,0.4354266485898537,2.0,arousal,alc,placebo,neg
visB,visB,0.0003282008410936399,8.0,arousal,alc,placebo,neg
visB,visassoc,0.021704268863555476,9.0,arousal,alc,placebo,neg
visB,salience,0.44723122840838303,4.0,arousal,alc,placebo,neg
visB,subcort,0.15167095199582903,2.0,arousal,alc,placebo,neg
visB,cerebell,0.567099398602795,0.0,arousal,alc,placebo,neg
visassoc,medfront,0.0181529858300985,24.0,arousal,alc,placebo,neg
visassoc,frontoparietal,0.5420476823868924,16.0,arousal,alc,placebo,neg
visassoc,DMN,0.07490894711907858,13.0,arousal,alc,placebo,neg
visassoc,motor,0.9433428626444914,7.0,arousal,alc,placebo,neg
visassoc,visA,0.30009693997452014,8.0,arousal,alc,placebo,neg
visassoc,visB,0.021704268863555476,9.0,arousal,alc,placebo,neg
visassoc,visassoc,0.17694972834586464,10.0,arousal,alc,placebo,neg
visassoc,salience,0.08623242405819465,18.0,arousal,alc,placebo,neg
visassoc,subcort,0.24159131855054405,5.0,arousal,alc,placebo,neg
visassoc,cerebell,0.8741501275386917,0.0,arousal,alc,placebo,neg
salience,medfront,0.24738771862368103,24.0,arousal,alc,placebo,neg
salience,frontoparietal,0.02692476201085081,42.0,arousal,alc,placebo,neg
salience,DMN,0.6724661726173551,9.0,arousal,alc,placebo,neg
salience,motor,0.7382938772523565,19.0,arousal,alc,placebo,neg
salience,visA,0.06204663569219293,18.0,arousal,alc,placebo,neg
salience,visB,0.44723122840838303,4.0,arousal,alc,placebo,neg
salience,visassoc,0.08623242405819465,18.0,arousal,alc,placebo,neg
salience,salience,0.22287934867715964,22.0,arousal,alc,placebo,neg
salience,subcort,0.7443989004900657,3.0,arousal,alc,placebo,neg
salience,cerebell,0.9609169022664337,1.0,arousal,alc,placebo,neg
subcort,medfront,0.9469273663794969,0.0,arousal,alc,placebo,neg
subcort,frontoparietal,0.9808245242770046,1.0,arousal,alc,placebo,neg
subcort,DMN,0.47319584748021937,2.0,arousal,alc,placebo,neg
subcort,motor,0.9635178715667698,1.0,arousal,alc,placebo,neg
subcort,visA,0.022505647385624994,8.0,arousal,alc,placebo,neg
subcort,visB,0.15167095199582903,2.0,arousal,alc,placebo,neg
subcort,visassoc,0.24159131855054405,5.0,arousal,alc,placebo,neg
subcort,salience,0.7443989004900657,3.0,arousal,alc,placebo,neg
subcort,subcort,0.15167095199582903,2.0,arousal,alc,placebo,neg
subcort,cerebell,0.5957844402270132,0.0,arousal,alc,placebo,neg
cerebell,medfront,0.971661184060957,0.0,arousal,alc,placebo,neg
cerebell,frontoparietal,0.9521456388573363,2.0,arousal,alc,placebo,neg
cerebell,DMN,0.8567106598994235,0.0,arousal,alc,placebo,neg
cerebell,motor,0.9821022825147635,0.0,arousal,alc,placebo,neg
cerebell,visA,0.8567106598994235,0.0,arousal,alc,placebo,neg
cerebell,visB,0.567099398602795,0.0,arousal,alc,placebo,neg
cerebell,visassoc,0.8741501275386917,0.0,arousal,alc,placebo,neg
cerebell,salience,0.9609169022664337,1.0,arousal,alc,placebo,neg
cerebell,subcort,0.5957844402270132,0.0,arousal,alc,placebo,neg
cerebell,cerebell,0.6448918168134542,0.0,arousal,alc,placebo,neg
medfront,medfront,0.9999974234599419,64.0,arousal,tool,cortisol,neg
medfront,frontoparietal,0.9999999999999993,53.0,arousal,tool,cortisol,neg
medfront,DMN,0.46074822163209017,72.0,arousal,tool,cortisol,neg
medfront,motor,0.9097737850293081,127.0,arousal,tool,cortisol,neg
medfront,visA,8.548717289613705e-15,177.0,arousal,tool,cortisol,neg
medfront,visB,0.9999980452000303,2.0,arousal,tool,cortisol,neg
medfront,visassoc,0.9362584015476757,58.0,arousal,tool,cortisol,neg
medfront,salience,0.9999360288748402,67.0,arousal,tool,cortisol,neg
medfront,subcort,0.019972736226128607,51.0,arousal,tool,cortisol,neg
medfront,cerebell,0.9999914913071879,8.0,arousal,tool,cortisol,neg
frontoparietal,medfront,0.9999999999999993,53.0,arousal,tool,cortisol,neg
frontoparietal,frontoparietal,1.0,70.0,arousal,tool,cortisol,neg
frontoparietal,DMN,0.9999982311690461,41.0,arousal,tool,cortisol,neg
frontoparietal,motor,1.0,48.0,arousal,tool,cortisol,neg
frontoparietal,visA,0.0004232470640993524,145.0,arousal,tool,cortisol,neg
frontoparietal,visB,0.9999999901701593,2.0,arousal,tool,cortisol,neg
frontoparietal,visassoc,0.999998531059213,45.0,arousal,tool,cortisol,neg
frontoparietal,salience,1.0,28.0,arousal,tool,cortisol,neg
frontoparietal,subcort,0.2627256979117144,50.0,arousal,tool,cortisol,neg
frontoparietal,cerebell,0.9999999999994615,1.0,arousal,tool,cortisol,neg
DMN,medfront,0.46074822163209017,72.0,arousal,tool,cortisol,neg
DMN,frontoparietal,0.9999982311690461,41.0,arousal,tool,cortisol,neg
DMN,DMN,0.01717412832496057,56.0,arousal,tool,cortisol,neg
DMN,motor,0.3751794384062823,85.0,arousal,tool,cortisol,neg
DMN,visA,0.001587972531830184,67.0,arousal,tool,cortisol,neg
DMN,visB,0.8585411526383526,11.0,arousal,tool,cortisol,neg
DMN,visassoc,0.05141404129512539,57.0,arousal,tool,cortisol,neg
DMN,salience,0.9085637104873793,50.0,arousal,tool,cortisol,neg
DMN,subcort,0.9004310598823448,10.0,arousal,tool,cortisol,neg
DMN,cerebell,0.9991137990552716,5.0,arousal,tool,cortisol,neg
motor,medfront,0.9097737850293081,127.0,arousal,tool,cortisol,neg
motor,frontoparietal,1.0,48.0,arousal,tool,cortisol,neg
motor,DMN,0.3751794384062823,85.0,arousal,tool,cortisol,neg
motor,motor,0.0,632.0,arousal,tool,cortisol,neg
motor,visA,0.0,295.0,arousal,tool,cortisol,neg
motor,visB,0.9999997226231476,3.0,arousal,tool,cortisol,neg
motor,visassoc,0.6070942150661127,83.0,arousal,tool,cortisol,neg
motor,salience,0.3599430412211496,140.0,arousal,tool,cortisol,neg
motor,subcort,1.6819831917258554e-06,83.0,arousal,tool,cortisol,neg
motor,cerebell,0.9984296395878208,21.0,arousal,tool,cortisol,neg
visA,medfront,8.548717289613705e-15,177.0,arousal,tool,cortisol,neg
visA,frontoparietal,0.0004232470640993524,145.0,arousal,tool,cortisol,neg
visA,DMN,0.001587972531830184,67.0,arousal,tool,cortisol,neg
visA,motor,0.0,295.0,arousal,tool,cortisol,neg
visA,visA,0.0,190.0,arousal,tool,cortisol,neg
visA,visB,3.577658569398068e-08,54.0,arousal,tool,cortisol,neg
visA,visassoc,0.0,137.0,arousal,tool,cortisol,neg
visA,salience,0.0,195.0,arousal,tool,cortisol,neg
visA,subcort,0.21057694048785724,22.0,arousal,tool,cortisol,neg
visA,cerebell,2.3514943905511565e-05,53.0,arousal,tool,cortisol,neg
visB,medfront,0.9999980452000303,2.0,arousal,tool,cortisol,neg
visB,frontoparietal,0.9999999901701593,2.0,arousal,tool,cortisol,neg
visB,DMN,0.8585411526383526,11.0,arousal,tool,cortisol,neg
visB,motor,0.9999997226231476,3.0,arousal,tool,cortisol,neg
visB,visA,3.577658569398068e-08,54.0,arousal,tool,cortisol,neg
visB,visB,0.6684826250169216,4.0,arousal,tool,cortisol,neg
visB,visassoc,0.8955432356617434,11.0,arousal,tool,cortisol,neg
visB,salience,0.9987208611495254,8.0,arousal,tool,cortisol,neg
visB,subcort,0.20786025952296572,11.0,arousal,tool,cortisol,neg
visB,cerebell,0.9560119573726131,2.0,arousal,tool,cortisol,neg
visassoc,medfront,0.9362584015476757,58.0,arousal,tool,cortisol,neg
visassoc,frontoparietal,0.999998531059213,45.0,arousal,tool,cortisol,neg
visassoc,DMN,0.05141404129512539,57.0,arousal,tool,cortisol,neg
visassoc,motor,0.6070942150661127,83.0,arousal,tool,cortisol,neg
visassoc,visA,0.0,137.0,arousal,tool,cortisol,neg
visassoc,visB,0.8955432356617434,11.0,arousal,tool,cortisol,neg
visassoc,visassoc,0.1974883122121337,50.0,arousal,tool,cortisol,neg
visassoc,salience,0.9935653685090005,42.0,arousal,tool,cortisol,neg
visassoc,subcort,0.18450702868164615,24.0,arousal,tool,cortisol,neg
visassoc,cerebell,0.9804355088227594,10.0,arousal,tool,cortisol,neg
salience,medfront,0.9999360288748402,67.0,arousal,tool,cortisol,neg
salience,frontoparietal,1.0,28.0,arousal,tool,cortisol,neg
salience,DMN,0.9085637104873793,50.0,arousal,tool,cortisol,neg
salience,motor,0.3599430412211496,140.0,arousal,tool,cortisol,neg
salience,visA,0.0,195.0,arousal,tool,cortisol,neg
salience,visB,0.9987208611495254,8.0,arousal,tool,cortisol,neg
salience,visassoc,0.9935653685090005,42.0,arousal,tool,cortisol,neg
salience,salience,0.9977589379894536,68.0,arousal,tool,cortisol,neg
salience,subcort,0.0034106163926046484,52.0,arousal,tool,cortisol,neg
salience,cerebell,0.9999607179913682,8.0,arousal,tool,cortisol,neg
subcort,medfront,0.019972736226128607,51.0,arousal,tool,cortisol,neg
subcort,frontoparietal,0.2627256979117144,50.0,arousal,tool,cortisol,neg
subcort,DMN,0.9004310598823448,10.0,arousal,tool,cortisol,neg
subcort,motor,1.6819831917258554e-06,83.0,arousal,tool,cortisol,neg
subcort,visA,0.21057694048785724,22.0,arousal,tool,cortisol,neg
subcort,visB,0.20786025952296572,11.0,arousal,tool,cortisol,neg
subcort,visassoc,0.18450702868164615,24.0,arousal,tool,cortisol,neg
subcort,salience,0.0034106163926046484,52.0,arousal,tool,cortisol,neg
subcort,subcort,0.765502341606092,4.0,arousal,tool,cortisol,neg
subcort,cerebell,0.2652236408509029,13.0,arousal,tool,cortisol,neg
cerebell,medfront,0.9999914913071879,8.0,arousal,tool,cortisol,neg
cerebell,frontoparietal,0.9999999999994615,1.0,arousal,tool,cortisol,neg
cerebell,DMN,0.9991137990552716,5.0,arousal,tool,cortisol,neg
cerebell,motor,0.9984296395878208,21.0,arousal,tool,cortisol,neg
cerebell,visA,2.3514943905511565e-05,53.0,arousal,tool,cortisol,neg
cerebell,visB,0.9560119573726131,2.0,arousal,tool,cortisol,neg
cerebell,visassoc,0.9804355088227594,10.0,arousal,tool,cortisol,neg
cerebell,salience,0.9999607179913682,8.0,arousal,tool,cortisol,neg
cerebell,subcort,0.2652236408509029,13.0,arousal,tool,cortisol,neg
cerebell,cerebell,0.8501988877545547,6.0,arousal,tool,cortisol,neg
medfront,medfront,0.529315480214382,88.0,arousal,tool,placebo,neg
medfront,frontoparietal,0.7109866782971159,115.0,arousal,tool,placebo,neg
medfront,DMN,0.18144596102510802,59.0,arousal,tool,placebo,neg
medfront,motor,0.995378217748644,69.0,arousal,tool,placebo,neg
medfront,visA,0.000964477119994922,83.0,arousal,tool,placebo,neg
medfront,visB,0.6466570046695113,18.0,arousal,tool,placebo,neg
medfront,visassoc,0.7967801706482105,45.0,arousal,tool,placebo,neg
medfront,salience,0.9998946999273365,40.0,arousal,tool,placebo,neg
medfront,subcort,0.9915125255830559,9.0,arousal,tool,placebo,neg
medfront,cerebell,0.9999917481769444,3.0,arousal,tool,placebo,neg
frontoparietal,medfront,0.7109866782971159,115.0,arousal,tool,placebo,neg
frontoparietal,frontoparietal,0.033020852171001036,196.0,arousal,tool,placebo,neg
frontoparietal,DMN,0.993421835774253,41.0,arousal,tool,placebo,neg
frontoparietal,motor,0.9995307307343599,89.0,arousal,tool,placebo,neg
frontoparietal,visA,0.02284909215310127,90.0,arousal,tool,placebo,neg
frontoparietal,visB,0.49599678383647294,28.0,arousal,tool,placebo,neg
frontoparietal,visassoc,0.9523648755293521,52.0,arousal,tool,placebo,neg
frontoparietal,salience,0.9999842970933118,57.0,arousal,tool,placebo,neg
frontoparietal,subcort,0.9995899307336816,8.0,arousal,tool,placebo,neg
frontoparietal,cerebell,0.9998864500253735,10.0,arousal,tool,placebo,neg
DMN,medfront,0.18144596102510802,59.0,arousal,tool,placebo,neg
DMN,frontoparietal,0.993421835774253,41.0,arousal,tool,placebo,neg
DMN,DMN,0.1768159190946209,32.0,arousal,tool,placebo,neg
DMN,motor,0.0005856779744951579,92.0,arousal,tool,placebo,neg
DMN,visA,0.03640660194044465,40.0,arousal,tool,placebo,neg
DMN,visB,0.016721274583932466,23.0,arousal,tool,placebo,neg
DMN,visassoc,0.9967262785177112,10.0,arousal,tool,placebo,neg
DMN,salience,0.8196365080355115,37.0,arousal,tool,placebo,neg
DMN,subcort,0.7675504124301553,8.0,arousal,tool,placebo,neg
DMN,cerebell,0.7894934372131571,11.0,arousal,tool,placebo,neg
motor,medfront,0.995378217748644,69.0,arousal,tool,placebo,neg
motor,frontoparietal,0.9995307307343599,89.0,arousal,tool,placebo,neg
motor,DMN,0.0005856779744951579,92.0,arousal,tool,placebo,neg
motor,motor,0.0,268.0,arousal,tool,placebo,neg
motor,visA,4.0967229608668276e-14,149.0,arousal,tool,placebo,neg
motor,visB,0.9983430031230395,7.0,arousal,tool,placebo,neg
motor,visassoc,0.0004244349931552538,99.0,arousal,tool,placebo,neg
motor,salience,0.46761915611839633,94.0,arousal,tool,placebo,neg
motor,subcort,0.7690970123878806,20.0,arousal,tool,placebo,neg
motor,cerebell,0.991082718711345,15.0,arousal,tool,placebo,neg
visA,medfront,0.000964477119994922,83.0,arousal,tool,placebo,neg
visA,frontoparietal,0.02284909215310127,90.0,arousal,tool,placebo,neg
visA,DMN,0.03640660194044465,40.0,arousal,tool,placebo,neg
visA,motor,4.0967229608668276e-14,149.0,arousal,tool,placebo,neg
visA,visA,0.04578909477479931,38.0,arousal,tool,placebo,neg
visA,visB,0.5449360709568064,10.0,arousal,tool,placebo,neg
visA,visassoc,0.03879991426986806,43.0,arousal,tool,placebo,neg
visA,salience,1.552532546966745e-10,114.0,arousal,tool,placebo,neg
visA,subcort,0.19142394113038197,16.0,arousal,tool,placebo,neg
visA,cerebell,0.0008995151893864684,35.0,arousal,tool,placebo,neg
visB,medfront,0.6466570046695113,18.0,arousal,tool,placebo,neg
visB,frontoparietal,0.49599678383647294,28.0,arousal,tool,placebo,neg
visB,DMN,0.016721274583932466,23.0,arousal,tool,placebo,neg
visB,motor,0.9983430031230395,7.0,arousal,tool,placebo,neg
visB,visA,0.5449360709568064,10.0,arousal,tool,placebo,neg
visB,visB,0.21300933314775272,6.0,arousal,tool,placebo,neg
visB,visassoc,0.0006847174916411181,31.0,arousal,tool,placebo,neg
visB,salience,0.5285701313589402,19.0,arousal,tool,placebo,neg
visB,subcort,0.525264584103543,5.0,arousal,tool,placebo,neg
visB,cerebell,0.6534365069562873,4.0,arousal,tool,placebo,neg
visassoc,medfront,0.7967801706482105,45.0,arousal,tool,placebo,neg
visassoc,frontoparietal,0.9523648755293521,52.0,arousal,tool,placebo,neg
visassoc,DMN,0.9967262785177112,10.0,arousal,tool,placebo,neg
visassoc,motor,0.0004244349931552538,99.0,arousal,tool,placebo,neg
visassoc,visA,0.03879991426986806,43.0,arousal,tool,placebo,neg
visassoc,visB,0.0006847174916411181,31.0,arousal,tool,placebo,neg
visassoc,visassoc,0.0014843259855856772,54.0,arousal,tool,placebo,neg
visassoc,salience,0.7127308751774919,43.0,arousal,tool,placebo,neg
visassoc,subcort,0.813429950758881,8.0,arousal,tool,placebo,neg
visassoc,cerebell,0.4452107530990377,16.0,arousal,tool,placebo,neg
salience,medfront,0.9998946999273365,40.0,arousal,tool,placebo,neg
salience,frontoparietal,0.9999842970933118,57.0,arousal,tool,placebo,neg
salience,DMN,0.8196365080355115,37.0,arousal,tool,placebo,neg
salience,motor,0.46761915611839633,94.0,arousal,tool,placebo,neg
salience,visA,1.552532546966745e-10,114.0,arousal,tool,placebo,neg
salience,visB,0.5285701313589402,19.0,arousal,tool,placebo,neg
salience,visassoc,0.7127308751774919,43.0,arousal,tool,placebo,neg
salience,salience,0.9987857123336686,40.0,arousal,tool,placebo,neg
salience,subcort,0.909148186230222,13.0,arousal,tool,placebo,neg
salience,cerebell,0.9897012259779897,10.0,arousal,tool,placebo,neg
subcort,medfront,0.9915125255830559,9.0,arousal,tool,placebo,neg
subcort,frontoparietal,0.9995899307336816,8.0,arousal,tool,placebo,neg
